,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
3,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
4,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
5,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
6,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
7,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
8,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
9,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
10,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
11,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
12,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
13,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
14,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
15,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
