,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
2,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
3,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
5,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
6,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
7,R Patidar,35,29,1044,62,30.28,812,128.57,0,4,1,80,45,0
8,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
9,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
10,D Christian,16,7,27,9,6.75,28,96.42,0,0,1,2,0,0
11,K Jamieson,51,44,1364,66,24.71,1188,114.81,0,1,7,98,55,0
