,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,0
1,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
4,S Jackson,35,30,1110,74,39.7,840,132.14,0,6,8,97,50,0
5,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
6,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
7,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
8,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
9,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
10,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,0
11,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
12,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,0
