,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
3,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
5,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
6,A Mishra,37,32,1120,56,38.87,800,140.0,0,0,6,83,41,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
9,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
10,V Singh,12,12,311,57,25.91,309,100.64,0,1,1,27,7,0
11,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
12,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
13,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
