,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
2,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
3,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
5,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
6,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
7,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
8,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
9,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
10,S Hasan,76,76,1567,84,23.74,1266,123.77,0,9,5,163,33,0
11,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
12,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
13,H Singh,7,6,117,44,39.0,102,114.7,0,0,0,6,3,0
14,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
15,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
