,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Patel,2,2,14,8,14.0,11,127.27,0,0,0,0,0,0
1,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
2,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
3,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
4,A Nath,45,39,1443,60,36.7,936,154.17,0,7,8,84,47,0
5,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
6,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
7,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
8,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
9,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,0
10,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
11,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,0
12,G Viljoen,34,28,868,51,29.83,672,129.17,0,0,8,78,42,0
