,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
1,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
5,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
6,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,0
7,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
8,H Gurney,36,32,1152,65,40.84,736,156.52,0,0,2,79,41,0
9,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,0
10,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
11,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
12,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
13,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
14,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
15,S Kuggeleijn,9,5,65,35,32.5,30,216.66,0,0,1,4,6,0
16,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
17,H Singh,7,6,117,44,39.0,102,114.7,0,0,0,6,3,0
18,I Tahir,38,4,19,9,19.0,18,105.55,0,0,0,1,1,0
