,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
1,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
3,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
4,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
5,G Singh,57,52,1716,46,25.11,1248,137.5,0,1,3,96,52,0
6,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
7,I Udana,27,19,226,84,22.6,152,148.68,0,1,2,15,13,0
8,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,0
9,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
10,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
11,N Jagadeesan,34,27,999,43,26.29,675,148.0,0,4,4,78,48,0
12,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
13,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
14,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
