,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,0
1,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
2,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
3,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,0
4,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
5,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
6,T Curran,15,6,36,14,18.0,27,133.33,0,0,0,0,3,0
7,M Vijay,45,39,1365,48,35.0,936,145.83,0,4,3,74,42,0
8,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,0
9,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
10,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
11,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
12,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
13,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
14,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
15,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,0
