,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
1,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
2,D Christian,16,7,27,9,6.75,28,96.42,0,0,1,2,0,0
3,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
4,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
5,K Bharat,56,51,1683,53,29.42,1275,132.0,0,4,9,97,46,0
6,G Garton,35,28,1092,50,33.13,728,150.0,0,5,0,82,43,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
8,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
9,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
10,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,0
11,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
12,M Henriques,11,8,159,62,31.8,122,130.32,0,2,0,8,7,0
13,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
