,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
1,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
2,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
3,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
4,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
5,B Cutting,7,5,40,29,10.0,27,148.14,0,0,1,2,3,0
6,S Malinga,79,30,128,27,7.11,153,83.66,0,0,6,9,4,0
7,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
8,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
9,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
10,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
11,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
12,A Turner,11,7,57,22,14.25,57,100.0,0,0,1,1,2,0
13,S Binny,41,35,1155,44,42.56,805,143.48,0,4,8,77,50,0
14,D Kulkarni,53,49,1862,49,35.26,1274,146.15,0,3,0,75,53,0
