,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,0
1,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
2,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
3,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
4,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
5,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
6,T Seifert,19,18,316,84,18.58,228,138.59,0,1,2,22,21,0
7,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
8,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
9,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
10,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
11,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,0
12,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
13,F Allen,11,9,64,27,9.14,56,114.28,0,0,2,5,3,0
14,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
