,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
4,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
5,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
6,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
7,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
8,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
9,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
10,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
11,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
