,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
2,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
3,T Varma,41,37,1406,60,24.02,925,152.0,0,7,5,76,45,0
4,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
5,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
6,T Seifert,19,18,316,84,18.58,228,138.59,0,1,2,22,21,0
7,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,0
8,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
9,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
