,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
1,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
2,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
3,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
4,M Vohra,45,39,1326,46,27.47,1053,125.93,0,4,8,76,41,0
5,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
6,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,0
7,A Tomar,50,44,1408,44,29.35,1144,123.08,0,1,5,75,39,0
8,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
9,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
10,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,0
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
12,R Singh,12,10,266,101,33.25,177,150.28,1,1,1,13,19,0
13,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
