,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
2,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
3,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
4,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
5,A Badoni,43,36,1404,51,39.75,972,144.44,0,2,1,79,46,0
6,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,0
7,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
8,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
9,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
10,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,0
11,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
12,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
