,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Wade,40,33,1122,74,30.36,858,130.77,0,0,2,83,42,0
1,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
2,B Sudharsan,42,36,1224,43,37.69,828,147.83,0,3,2,85,53,0
3,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
4,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,0
5,A Manohar,47,40,1440,76,24.2,1040,138.46,0,7,2,103,54,0
6,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
7,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
8,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
9,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
10,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,0
11,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,0
