,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Wade,40,33,1122,74,30.36,858,130.77,0,0,2,83,42,0
1,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
2,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
3,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
4,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,0
5,A Manohar,47,40,1440,76,24.2,1040,138.46,0,7,2,103,54,0
6,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
7,T Seifert,19,18,316,84,18.58,228,138.59,0,1,2,22,21,0
8,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,0
9,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
10,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
