,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,P Rajapaksa,5,5,131,77,32.75,95,137.89,0,1,0,7,9,0
3,L Livingstone,2,2,16,16,8.0,19,84.21,0,0,1,1,0,0
4,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
5,J Sharma,36,30,1080,67,34.03,690,156.52,0,1,9,81,42,0
6,R Dhawan,34,29,899,57,33.95,696,129.17,0,2,6,99,51,0
7,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
8,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
9,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
10,R Patidar,35,29,1044,62,30.28,812,128.57,0,4,1,80,45,0
11,M Lomror,40,35,1225,44,29.2,805,152.17,0,3,1,77,40,0
12,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
13,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
14,P Silva,8,7,55,14,13.75,50,110.0,0,0,0,3,0,0
