,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Singh,10,4,4,2,4.0,7,57.14,0,0,0,0,0,0
1,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
3,D Malan,9,9,458,103,57.25,293,156.31,1,5,0,47,20,0
4,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
5,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
6,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
7,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
8,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
9,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
10,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
11,I Sharma,34,28,924,66,38.58,700,132.0,0,1,0,92,40,0
