,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
5,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
6,A Mishra,37,32,1120,56,38.87,800,140.0,0,0,6,83,41,0
7,M Vijay,45,39,1365,48,35.0,936,145.83,0,4,3,74,42,0
8,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,0
9,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
10,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
11,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
12,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
13,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
14,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
15,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,0
