,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,0
1,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
2,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
3,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
4,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
5,H Dussen,9,8,254,64,31.75,192,132.29,0,2,1,14,12,0
6,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
7,K Bharat,56,51,1683,53,29.42,1275,132.0,0,4,9,97,46,0
8,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
9,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,0
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
11,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
