,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
2,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,0
3,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
4,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
6,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
7,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,0
8,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
9,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
10,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
11,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
12,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
13,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
