,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,P Rajapaksa,5,5,131,77,32.75,95,137.89,0,1,0,7,9,0
3,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
4,J Sharma,36,30,1080,67,34.03,690,156.52,0,1,9,81,42,0
5,L Livingstone,2,2,16,16,8.0,19,84.21,0,0,1,1,0,0
6,R Dhawan,34,29,899,57,33.95,696,129.17,0,2,6,99,51,0
7,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
8,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,0
9,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
10,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
11,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
12,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
13,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
14,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
