,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
1,D Conway,54,48,1872,43,38.8,1104,169.57,0,6,0,80,52,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
3,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
4,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
5,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
6,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
7,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,0
8,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
9,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
10,T Varma,41,37,1406,60,24.02,925,152.0,0,7,5,76,45,0
11,T Stubbs,39,32,1216,70,29.4,736,165.22,0,1,4,88,53,0
12,R Singh,12,10,266,101,33.25,177,150.28,1,1,1,13,19,0
13,K Kartikeya,44,37,1295,64,27.49,1073,120.69,0,1,4,98,51,0
