,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
1,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
2,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
3,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
4,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
5,K Nair,39,33,1089,59,35.98,858,126.92,0,4,3,88,45,0
6,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
7,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
8,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
9,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
11,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
