,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
2,D Brevis,56,52,1820,47,32.19,1352,134.62,0,5,6,75,55,0
3,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
4,T Varma,41,37,1406,60,24.02,925,152.0,0,7,5,76,45,0
5,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
6,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
7,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
8,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
9,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
10,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
11,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
