,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
1,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
2,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
3,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
4,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
5,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
6,J Pattinson,34,30,1020,64,31.07,750,136.0,0,4,1,91,41,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
8,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
9,K Nair,39,33,1089,59,35.98,858,126.92,0,4,3,88,45,0
10,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
11,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
12,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
13,S Cottrell,22,7,15,4,5.0,22,68.18,0,0,1,2,0,0
