,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
1,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
2,K Bharat,56,51,1683,53,29.42,1275,132.0,0,4,9,97,46,0
3,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
4,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
5,D Christian,16,7,27,9,6.75,28,96.42,0,0,1,2,0,0
6,G Garton,35,28,1092,50,33.13,728,150.0,0,5,0,82,43,0
7,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
8,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,0
9,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
10,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
11,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
12,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
13,S Hasan,76,76,1567,84,23.74,1266,123.77,0,9,5,163,33,0
14,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
