,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
1,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,0
2,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
3,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
4,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
5,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
6,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
7,H Singh,7,6,117,44,39.0,102,114.7,0,0,0,6,3,0
8,I Tahir,38,4,19,9,19.0,18,105.55,0,0,0,1,1,0
9,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
10,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
11,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
12,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
13,C Ingram,49,42,1470,61,24.28,966,152.17,0,1,0,80,53,0
14,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,0
15,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
16,A Mishra,37,32,1120,56,38.87,800,140.0,0,0,6,83,41,0
