,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
3,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,0
4,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
5,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
6,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,W Saha,40,33,1023,52,41.21,957,106.9,0,3,8,75,52,0
9,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
10,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
11,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
12,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
