,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
3,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
4,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
5,J Saxena,56,50,1550,66,31.1,1350,114.81,0,7,1,98,44,0
6,J Richardson,9,3,13,7,13.0,6,216.66,0,0,1,2,0,0
7,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
8,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
9,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
10,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
11,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
12,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
13,L Meriwala,35,31,1209,52,25.78,744,162.5,0,7,4,88,46,0
14,C Woakes,55,51,1938,65,34.93,1326,146.15,0,4,2,103,49,0
