,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
1,P Patel,2,2,14,8,14.0,11,127.27,0,0,0,0,0,0
2,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
3,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
5,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
6,A Nath,45,39,1443,60,36.7,936,154.17,0,7,8,84,47,0
7,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
8,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
9,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
10,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
11,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
12,S Binny,41,35,1155,44,42.56,805,143.48,0,4,8,77,50,0
13,D Kulkarni,53,49,1862,49,35.26,1274,146.15,0,3,0,75,53,0
