,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,P Singh,10,4,4,2,4.0,7,57.14,0,0,0,0,0,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
3,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
4,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
5,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
6,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
7,R Patidar,35,29,1044,62,30.28,812,128.57,0,4,1,80,45,0
8,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
9,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
10,K Jamieson,51,44,1364,66,24.71,1188,114.81,0,1,7,98,55,0
