,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
1,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
2,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
3,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
4,P Silva,8,7,55,14,13.75,50,110.0,0,0,0,3,0,0
5,K Bharat,56,51,1683,53,29.42,1275,132.0,0,4,9,97,46,0
6,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
7,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
8,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
9,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
10,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
11,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
12,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
