,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
1,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
2,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
3,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
4,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
5,P Chopra,52,48,1488,48,34.12,1104,134.78,0,5,5,99,53,0
6,S Midhun,41,37,1443,46,38.73,999,144.44,0,1,1,77,54,0
7,D Kulkarni,53,49,1862,49,35.26,1274,146.15,0,3,0,75,53,0
8,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
9,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
10,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
11,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
12,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
13,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
14,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,0
15,H Gurney,36,32,1152,65,40.84,736,156.52,0,0,2,79,41,0
16,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
