,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
1,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
2,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
3,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
4,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
5,P Garg,57,51,1887,68,42.21,1377,137.04,0,2,4,96,42,0
6,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
8,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
9,P Singh,10,4,4,2,4.0,7,57.14,0,0,0,0,0,0
10,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
11,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
12,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,0
13,S Cottrell,22,7,15,4,5.0,22,68.18,0,0,1,2,0,0
14,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
