,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Roy,32,32,743,78,23.21,512,145.11,0,4,4,75,35,0
1,W Saha,40,33,1023,52,41.21,957,106.9,0,3,8,75,52,0
2,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
3,P Garg,57,51,1887,68,42.21,1377,137.04,0,2,4,96,42,0
4,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
5,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
6,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
7,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,0
8,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
9,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
10,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
11,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
12,S Hasan,76,76,1567,84,23.74,1266,123.77,0,9,5,163,33,0
13,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
