,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
1,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
3,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
4,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
5,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
6,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
7,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
8,A Rawat,34,29,1015,76,30.71,725,140.0,0,6,3,87,47,0
9,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
10,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
11,S Prabhudessai,42,38,1216,56,33.94,1102,110.34,0,1,3,100,45,0
12,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
13,P Silva,8,7,55,14,13.75,50,110.0,0,0,0,3,0,0
