,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
1,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
3,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
4,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
6,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
9,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
10,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
11,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
12,A Badoni,43,36,1404,51,39.75,972,144.44,0,2,1,79,46,0
13,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,0
14,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,0
