,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
3,L Livingstone,2,2,16,16,8.0,19,84.21,0,0,1,1,0,0
4,J Sharma,36,30,1080,67,34.03,690,156.52,0,1,9,81,42,0
5,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
6,M Wade,40,33,1122,74,30.36,858,130.77,0,0,2,83,42,0
7,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
8,B Sudharsan,42,36,1224,43,37.69,828,147.83,0,3,2,85,53,0
9,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
10,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,0
11,A Manohar,47,40,1440,76,24.2,1040,138.46,0,7,2,103,54,0
