,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
2,D Brevis,56,52,1820,47,32.19,1352,134.62,0,5,6,75,55,0
3,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
4,T Varma,41,37,1406,60,24.02,925,152.0,0,7,5,76,45,0
5,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
6,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
7,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,0
8,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
9,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,0
10,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
12,R Salam,57,51,1938,65,23.67,1275,152.0,0,2,0,82,40,0
13,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
