,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
4,C Ingram,49,42,1470,61,24.28,966,152.17,0,1,0,80,53,0
5,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
6,I Sharma,34,28,924,66,38.58,700,132.0,0,1,0,92,40,0
7,S Lamichhane,18,8,23,9,5.75,29,79.31,0,0,1,1,0,0
8,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
9,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
10,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
11,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
12,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
13,Y Pathan,40,34,1326,43,25.88,850,156.0,0,1,3,84,55,0
