,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
1,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
2,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
3,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
4,D Christian,16,7,27,9,6.75,28,96.42,0,0,1,2,0,0
5,K Jamieson,51,44,1364,66,24.71,1188,114.81,0,1,7,98,55,0
6,W Saha,40,33,1023,52,41.21,957,106.9,0,3,8,75,52,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
9,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
10,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
11,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
