,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
2,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,0
3,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
4,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
6,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
7,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
8,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
9,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
10,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
11,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
12,A Carey,25,13,125,37,13.88,101,123.76,0,0,0,10,4,0
