,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
1,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,R Singh,12,10,266,101,33.25,177,150.28,1,1,1,13,19,0
5,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
6,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,0
7,Y Raj,48,44,1408,55,35.91,1188,118.52,0,0,0,96,54,0
8,H Gurney,36,32,1152,65,40.84,736,156.52,0,0,2,79,41,0
9,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
10,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
11,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
12,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
13,Y Pathan,40,34,1326,43,25.88,850,156.0,0,1,3,84,55,0
14,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
