,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
3,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
4,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
5,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
6,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
8,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
9,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
10,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,0
11,M Henriques,11,8,159,62,31.8,122,130.32,0,2,0,8,7,0
12,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
