,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
1,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,0
2,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
3,M Lomror,40,35,1225,44,29.2,805,152.17,0,3,1,77,40,0
4,L Livingstone,2,2,16,16,8.0,19,84.21,0,0,1,1,0,0
5,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
6,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
7,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
8,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
9,K Bharat,56,51,1683,53,29.42,1275,132.0,0,4,9,97,46,0
10,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
11,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
12,D Christian,16,7,27,9,6.75,28,96.42,0,0,1,2,0,0
13,G Garton,35,28,1092,50,33.13,728,150.0,0,5,0,82,43,0
