,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
1,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
3,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
4,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
6,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
7,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
8,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
9,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
10,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
11,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,0
12,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,0
