,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Rawat,34,29,1015,76,30.71,725,140.0,0,6,3,87,47,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
3,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
4,S Prabhudessai,42,38,1216,56,33.94,1102,110.34,0,1,3,100,45,0
5,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
6,P Silva,8,7,55,14,13.75,50,110.0,0,0,0,3,0,0
7,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
8,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
9,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
10,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
11,A Badoni,43,36,1404,51,39.75,972,144.44,0,2,1,79,46,0
12,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
13,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,0
