,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
3,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
4,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
5,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
6,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
9,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
10,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
11,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
12,P Garg,57,51,1887,68,42.21,1377,137.04,0,2,4,96,42,0
