,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
1,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
2,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
3,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
4,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
5,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
6,S Hasan,76,76,1567,84,23.74,1266,123.77,0,9,5,163,33,0
7,H Singh,7,6,117,44,39.0,102,114.7,0,0,0,6,3,0
8,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
9,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
10,W Saha,40,33,1023,52,41.21,957,106.9,0,3,8,75,52,0
11,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
12,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
13,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
14,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
15,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
