,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
1,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
2,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
5,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
6,R Singh,12,10,266,101,33.25,177,150.28,1,1,1,13,19,0
7,H Gurney,36,32,1152,65,40.84,736,156.52,0,0,2,79,41,0
8,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
9,S Warrier,38,32,1248,74,33.29,864,144.44,0,2,7,86,48,0
10,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
11,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
12,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
13,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
14,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
15,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
16,M McClenaghan,29,8,24,10,6.0,23,104.34,0,0,2,1,2,0
17,S Malinga,79,30,128,27,7.11,153,83.66,0,0,6,9,4,0
