,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
1,D Conway,54,48,1872,43,38.8,1104,169.57,0,6,0,80,52,0
2,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
3,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
4,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
5,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
6,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,0
7,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
8,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
9,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
10,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,0
11,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
12,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,0
