,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
1,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
2,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
3,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
5,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
6,J Pattinson,34,30,1020,64,31.07,750,136.0,0,4,1,91,41,0
7,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,0
8,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
9,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
10,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
11,M Lomror,40,35,1225,44,29.2,805,152.17,0,3,1,77,40,0
12,T Curran,15,6,36,14,18.0,27,133.33,0,0,0,0,3,0
