,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
3,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
4,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
5,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
6,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
7,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
8,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
9,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
10,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
11,S Tiwary,40,36,1188,60,30.9,972,122.22,0,0,8,77,51,0
12,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
