,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
1,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
2,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
3,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
4,A Badoni,43,36,1404,51,39.75,972,144.44,0,2,1,79,46,0
5,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,0
6,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
7,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
8,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
9,P Rajapaksa,5,5,131,77,32.75,95,137.89,0,1,0,7,9,0
10,L Livingstone,2,2,16,16,8.0,19,84.21,0,0,1,1,0,0
11,J Sharma,36,30,1080,67,34.03,690,156.52,0,1,9,81,42,0
12,R Dhawan,34,29,899,57,33.95,696,129.17,0,2,6,99,51,0
13,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
