,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
1,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
3,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
4,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
5,G Singh,57,52,1716,46,25.11,1248,137.5,0,1,3,96,52,0
6,I Udana,27,19,226,84,22.6,152,148.68,0,1,2,15,13,0
7,A Zampa,27,6,23,9,11.5,26,88.46,0,0,0,2,0,0
8,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
9,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
10,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
11,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
12,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
13,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
14,J Pattinson,34,30,1020,64,31.07,750,136.0,0,4,1,91,41,0
