,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
1,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
2,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
3,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
4,A Turner,11,7,57,22,14.25,57,100.0,0,0,1,1,2,0
5,S Binny,41,35,1155,44,42.56,805,143.48,0,4,8,77,50,0
6,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
7,D Kulkarni,53,49,1862,49,35.26,1274,146.15,0,3,0,75,53,0
8,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
9,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
10,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
11,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
12,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,0
13,C Ingram,49,42,1470,61,24.28,966,152.17,0,1,0,80,53,0
14,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
15,A Mishra,37,32,1120,56,38.87,800,140.0,0,0,6,83,41,0
16,I Sharma,34,28,924,66,38.58,700,132.0,0,1,0,92,40,0
