,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
1,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,0
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
4,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,0
5,S Jackson,35,30,1110,74,39.7,840,132.14,0,6,8,97,50,0
6,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
7,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
8,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
9,A Rawat,34,29,1015,76,30.71,725,140.0,0,6,3,87,47,0
10,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
11,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,0
12,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
13,P Silva,8,7,55,14,13.75,50,110.0,0,0,0,3,0,0
