,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
1,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
2,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
4,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
5,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
6,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
7,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
8,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
9,A Badoni,43,36,1404,51,39.75,972,144.44,0,2,1,79,46,0
10,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,0
