,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
1,W Saha,40,33,1023,52,41.21,957,106.9,0,3,8,75,52,0
2,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
3,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
4,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
5,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
6,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
7,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
8,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
9,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
11,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
