,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
2,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
3,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
4,K Nair,39,33,1089,59,35.98,858,126.92,0,4,3,88,45,0
5,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
6,S Cottrell,22,7,15,4,5.0,22,68.18,0,0,1,2,0,0
7,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
8,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
9,J Philippe,54,48,1584,64,25.28,1248,126.92,0,7,3,94,41,0
10,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
11,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
12,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
13,D Steyn,44,10,16,5,3.2,23,69.56,0,0,1,1,0,0
