,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
2,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
3,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
4,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
5,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,0
6,J Roy,32,32,743,78,23.21,512,145.11,0,4,4,75,35,0
7,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
8,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
9,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
10,P Garg,57,51,1887,68,42.21,1377,137.04,0,2,4,96,42,0
11,W Saha,40,33,1023,52,41.21,957,106.9,0,3,8,75,52,0
